Kepler ID KOI Dur(h) Depth(ppm) SNR t0  t0_uncer  Period(days)  e_Period(days)  a/R*  e_a/R*  r/R*  e_r/R*  b e_b Rad(Earth) a(AU)  Teq(K) EBprob  Vet Fop Note  f_KOI 
8394721 152.03  5.065 636 40  69.626  5.0e-3  13.484000 3.9e-4  18.000  66.000  0.024 1.5e-2  0.500 1.9e+0  2.4 0.114 782 9.4e-5  2     
12252424  153.01  2.709 990 57  72.714  1.7e-3  8.925031  8.5e-5  19.000  34.000  0.030 1.2e-2  0.700 1.1e+0  3.2 0.080 708 1.8e-5  2 1,2   
12252424  153.02  2.546 797 67  61.547  1.5e-3  4.753978  3.9e-5  8.000 12.000  0.029 8.6e-3  0.830 8.0e-1  3.1 0.053 870 2.0e-5  2 1,2   
8030148 155.01  4.579 733 84  70.416  1.7e-3  5.660629  5.7e-5  9.640 0.090 0.024 2.0e-4  0.001 0.0e+0  3.8 0.065 1164  2.9e-5  2 1 1 
10925104  156.01  2.489 554 35  76.036  2.8e-3  8.041440  1.3e-4  18.000  46.000  0.023 1.3e-2  0.700 1.4e+0  1.9 0.071 642 2.4e-5  2 1   
10925104  156.02  2.467 330 26  78.360  3.9e-3  5.188560  1.2e-4  10.000  36.000  0.020 1.4e-2  0.800 1.3e+0  1.6 0.053 743 2.8e-5  2 1   
10925104  156.03  2.899 1423  96  75.704  1.0e-3  11.776179 5.4e-5  32.640  0.370 0.033 2.8e-4  0.027 2.7e-2  2.8 0.091 567 1.9e-5  2 1   
6541920 157.01  4.605 757 83  71.177  2.0e-3  13.024950 9.3e-5  15.000  11.000  0.028 3.8e-3  0.760 6.9e-1  3.0 0.111 751 1.5e-4  1 1 1 
6541920 157.02  5.568 975 80  81.455  2.0e-3  22.686960 1.5e-4  17.800  5.000 0.032 1.5e-3  0.840 3.4e-1  3.5 0.160 625 1.4e-4  1 1 1 
6541920 157.03  4.311 1352  86  87.160  1.5e-3  31.995410 1.8e-4  33.500  9.700 0.039 2.0e-3  0.840 3.5e-1  4.2 0.201 558 1.1e-4  1 1 1 
6541920 157.04  6.382 524 36  158.033 3.4e-3  46.688720 8.1e-4  57.400  1.100 0.020 3.6e-4  0.014 2.5e-2  2.2 0.259 491 1.7e-4  1 1 1 
6541920 157.05  9.758 1119  54  220.288 4.0e-3  118.377200  3.1e-3  95.900  1.200 0.030 3.4e-4  0.030 3.2e-2  3.2 0.481 361 1.3e-4  1 1 1 
6541920 157.06  4.104 297 36  71.506  3.8e-3  10.303900 1.3e-4  18.200  5.500 0.016 3.3e-4  0.128 3.8e-2  1.7 0.095 811 2.0e-5  1   1 
8972058 159.01  4.107 477 46  69.736  3.3e-3  8.990930  1.7e-4  8.900 9.100 0.024 3.8e-3  0.860 6.2e-1  3.1 0.087 963 1.1e-4  2 1   
5084942 161.01  1.936 898 137 66.210  6.3e-4  3.105501  1.1e-5  11.000  12.000  0.029 6.8e-3  0.690 9.1e-1  5.3 0.043 1306  2.5e-5  2 1   
8107380 162.01  4.625 706 62  75.208  2.4e-3  14.006560 1.9e-4  23.730  0.300 0.024 2.6e-4  0.001 0.0e+0  2.6 0.116 733 7.2e-5  2 1   
6851425 163.01  3.314 654 58  72.754  2.0e-3  11.119780 1.3e-4  22.000  37.000  0.024 8.2e-3  0.600 1.3e+0  2.8 0.097 756 2.4e-5  2 1   
9527915 165.01  2.769 916 50  72.564  2.0e-3  13.222160 1.6e-4  29.000  69.000  0.028 1.4e-2  0.700 1.4e+0  1.9 0.104 541 3.8e-5  2 1   
2441495 166.01  2.462 704 45  71.462  2.0e-3  12.493340 1.5e-4  34.000  84.000  0.026 1.3e-2  0.700 1.4e+0  3.7 0.107 796 5.9e-5  2 1   
11666881  167.01  4.239 415 70  67.602  2.0e-3  4.919592  5.5e-5  8.000 13.000  0.019 5.5e-3  0.600 1.3e+0  1.8 0.058 1072  3.0e-5  2 1   
11512246  168.01  6.129 358 42  66.276  4.1e-3  10.743560 2.5e-4  12.000  22.000  0.018 6.0e-3  0.500 1.4e+0  3.7 0.102 1112  3.2e-5  2 1   
11512246  168.02  5.738 80  13  70.389  1.1e-2  5.091800  2.5e-4  6.930 0.290 0.009 3.5e-4  0.029 1.0e-2  1.9 0.062 1427  0.0e+0  4     
11512246  168.03  4.771 98  13  71.317  1.1e-2  7.106640  3.2e-4  11.400  0.530 0.010 4.2e-4  0.015 1.0e-2  2.0 0.077 1280  0.0e+0  4     
7831264 171.01  3.644 489 62  70.155  2.0e-3  5.968839  6.9e-5  12.890  0.170 0.020 2.2e-4  0.017 0.0e+0  2.5 0.067 1125  7.6e-5  2 1   
8692861 172.01  4.981 586 46  70.836  3.4e-3  13.722880 2.6e-4  21.440  0.350 0.022 3.1e-4  0.010 0.0e+0  1.6 0.112 598 4.0e-5  2 1   
11402995  173.01  4.459 421 44  71.966  3.3e-3  10.060920 1.9e-4  17.750  0.310 0.019 2.8e-4  0.000 2.5e-2  1.9 0.093 808 2.8e-5  2 1   
10810838  174.01  3.366 1060  27  77.842  5.4e-3  56.350900 2.5e-3  142.200 5.300 0.029 8.3e-4  0.027 5.0e-2  2.5 0.267 355 4.3e-5  2 1   
6442377 176.01  6.532 397 36  67.514  4.9e-3  30.230300 8.0e-4  24.000  41.000  0.020 5.6e-3  0.800 1.0e+0  2.2 0.197 630 5.4e-5  2 1   
6803202 177.01  4.834 281 26  76.607  5.9e-3  21.059960 7.1e-4  28.000  86.000  0.016 9.2e-3  0.600 1.7e+0  1.9 0.153 664 1.7e-4  2 1   
9663113 179.01  10.280  972 94  75.800  2.7e-3  20.740070 3.3e-4  15.930  0.100 0.028 1.9e-4  0.001 0.0e+0  3.3 0.152 681 0.0e+0  2   1 
9573539 180.01  3.207 626 20  62.092  3.8e-3  10.045600 2.0e-4  25.500  1.400 0.021 9.3e-4  0.028 6.2e-2  1.8 0.092 731 1.6e-5  2 1,2,3 1 
9651668 183.01  2.700 18301 1464  66.354  1.0e-4  2.684327  1.5e-6  8.582 0.000 0.122 1.9e-2  0.007 0.0e+0  9.9 0.038 1113  1.5e-5  2 1   
12019440  186.01  3.061 17321 1071  66.668  1.2e-4  3.243262  2.1e-6  9.103 0.009 0.118 9.0e-5  0.000 0.0e+0  11.5  0.044 1156  1.6e-5  2 NoObs   
7023960 187.01  5.357 24933 739 84.529  2.5e-4  30.882520 4.8e-5  50.291  0.000 0.142 1.3e-2  0.001 0.0e+0  11.6  0.194 499 1.2e-5  2     
5357901 188.01  2.228 14813 1052  66.508  9.0e-5  3.797020  1.8e-6  14.451  0.017 0.108 9.0e-5  0.000 0.0e+0  8.0 0.046 859 2.1e-5  2     
11391018  189.01  6.025 22443 778 81.091  2.4e-4  30.360407 5.7e-5  42.500  1.100 0.133 8.3e-4  0.290 1.8e-1  12.6  0.181 461 6.0e-6  2 NoObs   
5771719 190.01  4.435 11465 431 72.302  3.2e-4  12.265011 2.4e-5  15.270  0.320 0.112 6.0e-4  0.814 1.0e-1  16.3  0.107 843 1.0e-5  2 NoObs   
5972334 191.01  4.133 15314 523 65.384  2.5e-4  15.358776 1.6e-5  28.400  1.300 0.115 1.1e-3  0.490 2.2e-1  11.6  0.122 666 4.6e-5  2   1 
5972334 191.02  2.121 680 41  65.505  1.9e-3  2.418402  2.0e-5  8.450 0.500 0.028 1.3e-3  0.018 0.0e+0  2.8 0.036 1226  1.3e-4  3   1 
5972334 191.03  1.486 210 21  66.366  2.9e-3  0.708622  9.0e-6  3.036 0.000 0.014 0.0e+0  0.615 0.0e+0  1.4 0.016 1839  0.0e+0  2     
5972334 191.04  5.387 265 10  77.730  1.5e-2  19.324500 1.3e-3  29.500  7.900 0.015 3.7e-3  0.006 2.7e-2  1.5 0.142 617 0.0e+0  2     
7950644 192.01  4.300 10023 511 70.021  3.0e-4  10.291006 1.8e-5  19.952  0.000 0.090 2.1e-2  0.000 0.0e+0  9.9 0.095 855 1.4e-5  2 1   
10799735  193.01  5.015 20885 667 90.349  2.9e-4  37.590346 7.0e-5  74.980  0.120 0.129 1.6e-4  0.002 0.0e+0  14.2  0.226 548 1.1e-5  2   1 
10904857  194.01  2.003 16271 118 72.465  6.1e-4  3.120831  1.1e-5  8.900 1.000 0.134 3.7e-3  0.790 2.4e-1  12.0  0.043 1133  6.7e-6  2     
11502867  195.01  2.187 14694 494 66.631  1.9e-4  3.217524  3.5e-6  11.280  0.910 0.114 1.9e-3  0.570 2.8e-1  11.9  0.043 1165  1.2e-5  2     
9410930 196.01  2.285 10797 1009  70.180  9.0e-5  1.855557  1.0e-6  5.870 0.270 0.097 8.8e-4  0.510 2.2e-1  10.0  0.030 1377  2.1e-5  2 NoObs   
2987027 197.01  4.245 10776 593 66.839  2.7e-4  17.276276 2.7e-5  36.447  0.065 0.091 1.2e-4  0.000 0.0e+0  10.3  0.128 615 2.6e-5  2 NoObs   
10019708  199.01  3.474 10575 847 70.481  1.5e-4  3.268693  2.9e-6  7.900 0.000 0.093 1.7e-2  0.000 0.0e+0  8.7 0.044 1216  2.2e-5  2 NoObs   
6046540 200.01  2.885 8465  542 67.344  2.0e-4  7.340736  8.6e-6  21.103  0.040 0.083 1.2e-4  0.000 0.0e+0  6.9 0.075 810 2.8e-5  2     
